username,userdesc,userurl,userpic,userlocation,userfollowing,userfollowers,usertotaltweets,usercreatedts,tweetid,tweetcreatedts,tweetretweetcount,tweetfavcount,tweeturls,tweethashtags,tweetmentions,tweettext,tweettextcleaned,sentic_polarity,sentic_concept
Bill14wall,CEO @ironbcg on Wall Street • Futurist • Strategy Consultant: Helping c-suite executives take calculated risks. #usfca alumni #changetheworldfromhere,https://t.co/0PC2Y4RDWi,https://pbs.twimg.com/profile_images/1174642251588427778/QSJC7aDo_normal.jpg,14 Wall Street,13566,23176,4705,2015-04-21 01:06:24,1499501769226919940,2022-03-03 21:47:35,0,2,['https://t.co/yI0S20Ho4I'],,"['@riverandword', '@ironbcg']","Many of us on #WallStreet are watching the Shelter index for clues to model future interest rate expectations

How I am Trading the Stock Market in 2022 https://t.co/yI0S20Ho4I via @riverandword @ironbcg $spy $qqq #FOMC #FederalReserve",Many of us on WallStreet are watching the Shelter index for clues to model future interest rate expectations How I am Trading the Stock Market in 2022 via $spy $qqq FOMC FederalReserve,POSITIVE,"['interest rate', 'shelter', 'index', 'clue', 'model', 'expectation', 'spy']"
GLMXTech,"GLMX proprietary technology provides an intuitive, comprehensive, integrated global money market trading solution for institutional participants.",https://t.co/sG6U6LlYDT,https://pbs.twimg.com/profile_images/942862831048826880/spapY76J_normal.jpg,"New York, London, Palo Alto",396,162,883,2017-12-18 17:26:53,1499431340747505665,2022-03-03 17:07:44,0,1,['https://t.co/gsvXU07nMJ'],,['@michaelsderby'],"The Fed's reverse repo facility could see large inflows of cash when interest rates increase at the next Fed meeting.

#GLMX #Repo #MoneyMarkets #FOMC #FederalReserve #Markets #Liquidity @michaelsderby 

https://t.co/gsvXU07nMJ",The Fed's reverse repo facility could see large inflows of cash when interest rates increase at the next Fed meeting. GLMX Repo MoneyMarkets FOMC FederalReserve Markets Liquidity,POSITIVE,"['facility', 'interest rate', 'reverse', 'see', 'large', 'cash', 'increase', 'liquidity']"
AndroGeorge,Investor. Due Diligence/Insight for retail investors. Advocate for retail investors & for the Cannabis Sector. My Opinions are my own .Do your Own DD. #MSOGang,,https://pbs.twimg.com/profile_images/1188975313616801798/FIcEvgZG_normal.jpg,"Toronto, Ontario",303,1271,3312,2012-04-06 19:28:46,1499420720916582400,2022-03-03 16:25:32,0,2,,,['@Monolith2tho1'],"@Monolith2tho1 FOMC meeting is less than 2 weeks away. Maybe investors/traders are patiently waiting for clarity on how the Fed's will be dealing with interest rates for the rest of the year. 

We got confirmation that there will be an increase in March.",FOMC meeting is less than 2 weeks away. Maybe investors/traders are patiently waiting for clarity on how the Fed's will be dealing with interest rates for the rest of the year. We got confirmation that there will be an increase in March.,POSITIVE,"['interest rate', 'trader', 'patiently', 'clarity', 'confirmation', 'increase']"
buzzsubash,Data storage architect@HPE. FnO Trader. Investor.,,https://pbs.twimg.com/profile_images/1419272577285906432/dBRv49hh_normal.jpg,Singapore,136,1694,266839,2009-12-27 13:36:09,1499393381381787651,2022-03-03 14:36:54,1,0,,,,"Every Website, App trying to track our movement and now government want to track through vaccine passport,  

#economy #RussianUkrainianWar #fomc #Fed #interest #BTC #NZDJPY #analysis #dollar #bearmarket #nifty50","Every Website, App trying to track our movement and now government want to track through vaccine passport, economy RussianUkrainianWar fomc Fed interest BTC NZDJPY analysis dollar bearmarket nifty50",POSITIVE,"['movement', 'govern', 'vaccine', 'economy', 'interest', 'analysis', 'dollar']"
fuzzygreysocks,"#Diversity & #Inclusion includes people you don't like and disagree with. 
And you, too.  ;) 

Please, go read & contemplate this 👇",https://t.co/Ugxq212N91,https://pbs.twimg.com/profile_images/1455123693852573696/Cgl80xIP_normal.jpg,,265,284,19197,2018-01-22 17:32:51,1499378910236131333,2022-03-03 13:39:23,0,0,['https://t.co/pMjKc4QfIp'],,,"Next #FOMC: March 16

EXPECT indices to generally edge up only to cry ""OMG! The zombie companies that can't afford more than interest only payments will fail!"" when the #FFR is increased by likely 0.25% before some more dumping begins https://t.co/pMjKc4QfIp","Next FOMC March 16 EXPECT indices to generally edge up only to cry ""OMG! The zombie companies that can't afford more than interest only payments will fail!"" when the FFR is increased by likely 0.25% before some more dumping begins",NEGATIVE,"['expect', 'generally', 'cry', 'omg', 'zombie', 'afford', 'interest', 'fail', 'increased', 'dumping', 'beg']"
sdalal99,"Financial Markets,Price Action Technical Trading.",,https://pbs.twimg.com/profile_images/807630640023793664/CQ3CB8V-_normal.jpg,world wide,613,260,1464,2012-12-16 11:34:44,1499269117979021314,2022-03-03 06:23:07,0,3,,,,"“Over bought” “Over sold” are biggest myth in technical analysis.

#Cramer #analysis #AMCSTOCK #RussiaUkraineWar #FOMC #Bitcoin #CrudeOil #OPEC #BoC #interest #usdjpy #NQ_F",Over bought Over sold are biggest myth in technical analysis. Cramer analysis AMCSTOCK RussiaUkraineWar FOMC Bitcoin CrudeOil OPEC BoC interest usdjpy NQ_F,POSITIVE,"['myth', 'technical', 'analysis', 'cram', 'interest']"
rangertrades,21 year-old part-time trader and full-time student! Posts are personal and not investment advice.,https://t.co/iGEYjNzrO7,https://pbs.twimg.com/profile_images/1465080934739460103/VO0iH42v_normal.jpg,"Texas, USA",124,231,1946,2021-11-28 22:10:19,1499215055715454976,2022-03-03 02:48:18,0,0,"['https://t.co/hqdRMaHfSy', 'https://t.co/ZztauM3vqv']",,,"Oh how the tables have turned...keep track with the link below #Fed
https://t.co/hqdRMaHfSy https://t.co/ZztauM3vqv",Oh how the tables have turned...keep track with the link below Fed,POSITIVE,"['table', 'link']"
inluzwetrust,"Restructuring generational beliefs in the Latinx community to create a positive money experience through investing & higher consciousness. @forbes, @cnbc",https://t.co/zHTPT8KIEd,https://pbs.twimg.com/profile_images/1434871919069761545/CO4YsdNa_normal.jpg,,63,74,99,2021-04-13 23:41:27,1499150891181432834,2022-03-02 22:33:19,0,1,,,,"Fed Chairman Powell stated that the central bank remains on track to raise interest rates this month while acknowledging that they'll need to be ""nimble"" as the Ukraine-Russia war unfolds. Upcoming dates to note: CPI data release on March 10th and FOMC meeting on March 15-16th.","Fed Chairman Powell stated that the central bank remains on track to raise interest rates this month while acknowledging that they'll need to be ""nimble"" as the Ukraine-Russia war unfolds. Upcoming dates to note CPI data release on March 10th and FOMC meeting on March 15-16th.",POSITIVE,"['remain on', 'interest rate', 'chairman', 'raise', 'nimbly', 'war', 'unfolds', 'release']"
SashaNoble12,"FBI, CIA, MI6, etc., committing crimes to justify their existence.",,https://pbs.twimg.com/profile_images/1444350426413891585/3jhlwUY5_normal.jpg,Northern Hemisphere,4662,554,32538,2019-04-30 17:14:08,1499133636636917768,2022-03-02 21:24:46,24,0,"['https://t.co/31xqgJNXHg', 'https://t.co/Nz0vhXp02D']",,,"14 days until the Fed Decision®

https://t.co/31xqgJNXHg https://t.co/Nz0vhXp02D",14 days until the Fed Decision,NEGATIVE,"[NOT 'tile', 'decision']"
grimacemcdonal1,Red + Blue = Purple. I love milkshakes & burgers. I love 'Merica. Call out the Red & Blue Equally. Will tweet as long as Twitter lets me.,,https://pbs.twimg.com/profile_images/1344913648892792832/UIEnT1qb_normal.jpg,'Merica.,742,1787,52189,2018-10-04 17:24:21,1499124762404016131,2022-03-02 20:49:30,0,1,"['https://t.co/ObTqHV2lN2', 'https://t.co/EnzqCq8XST']",,"['@DBSNCDS', '@DeItaone']","@DBSNCDS @DeItaone March 96% chance they'll be at 25 bips
May 3% chance 25 bips, 74% 50 bips, 23% 75 bips

I paid my 25% increase in rent 3-days ago.

First installment of 12.

Powell needs to beat inflation by hiking.

https://t.co/ObTqHV2lN2 https://t.co/EnzqCq8XST","March 96% chance they'll be at 25 bips May 3% chance 25 bips, 74% 50 bips, 23% 75 bips I paid my 25% increase in rent 3-days ago. First installment of 12. Powell needs to beat inflation by hiking.",NEGATIVE,"['chance', 'paid', 'increase', 'rent', 'needy', 'beat', 'inflation', 'hiking']"
RexTheRedDragon,The world is full of myrmidons.,,https://pbs.twimg.com/profile_images/1324326968372924417/aBgkqkZd_normal.jpg,,261,63,14888,2020-11-05 12:19:42,1499110669941194754,2022-03-02 19:53:30,12,0,"['https://t.co/31xqgJNXHg', 'https://t.co/LiioaDBTwZ']",,,"Only 14 days until the next Fed Decision®

https://t.co/31xqgJNXHg https://t.co/LiioaDBTwZ",Only 14 days until the next Fed Decision,NEGATIVE,"[NOT 'tile', 'decision']"
2yrflipper,Husband. Father of 7. 20+ years trading fixed income. Focus on the curve& Fed Funds. Also flip NFTs on the side,,https://pbs.twimg.com/profile_images/1495241965436383233/rv9cKZjr_normal.jpg,,299,2486,7139,2019-06-03 10:32:07,1499108250888908804,2022-03-02 19:43:53,0,0,,,,"Open interest in the funds is 2,175,990 after adding 35k yesterday. Guess we see a significant drop after todays move. It’s very strange H22 aren’t  settled. I have seen the front month move on a FOMC meeting but the market had been established. H has a 3 full tick range today","Open interest in the funds is 2,175,990 after adding 35k yesterday. Guess we see a significant drop after todays move. Its very strange H22 arent settled. I have seen the front month move on a FOMC meeting but the market had been established. H has a 3 full tick range today",POSITIVE,"['open', 'interest', 'funds', 'add', 'see', 'significant', 'drop', 'move', 'strange', NOT 'settled', 'full', 'tick', 'range']"
pio421,"On ne voit bien qu'avec le cœur 😍 


#démocratiedirecte #RIC #écologie #upr #lespatriotes",,https://pbs.twimg.com/profile_images/1323321770414383106/SsRmjmpD_normal.jpg,France - Loire,892,427,11845,2012-10-26 15:31:25,1499102662918385664,2022-03-02 19:21:41,7,0,"['https://t.co/31xqgJNXHg', 'https://t.co/DEY4ogrXBT']",,,"Only 14 days until the Fed Decision®

https://t.co/31xqgJNXHg https://t.co/DEY4ogrXBT",Only 14 days until the Fed Decision,NEGATIVE,"[NOT 'tile', 'decision']"
Forex_RichieG,Inner Circle Trader Subscriber. Business Minded. Entrepreneurial Tendencies. Success Driven   🚩CHARTS DEPICTED ARE TRADE IDEAS NOT INVESTMENT ADVICE 🚩,,https://pbs.twimg.com/profile_images/795055919935668224/326H1gL__normal.jpg,"New York, USA",3199,964,16453,2016-10-02 13:53:12,1499097293928206339,2022-03-02 19:00:21,0,0,,,,"Beige Book
FF Notes : This analysis is used by the FOMC to help make their next decision on interest rates
#Forex #Fx #ImpactAlert",Beige Book FF Notes  This analysis is used by the FOMC to help make their next decision on interest rates Forex Fx ImpactAlert,POSITIVE,"['book', 'interest rate', 'beige', 'analysis', 'help', 'make', 'decision']"
ClemenChiang,@Spiking CEO | @HarvardHBS OPM | @UniCanberra PhD | @UofL MBA | @NTUsg BEng | Amazon Best-Selling Author https://t.co/S7dIKVlgvU | #Bitcoin is https://t.co/Bh7mQPa4Ez,https://t.co/sOUkaOL0Ja,https://pbs.twimg.com/profile_images/1487457015220023297/LWAVnGOU_normal.jpg,Singapore,80,66574,8221,2009-09-05 14:00:26,1499076936315781123,2022-03-02 17:39:27,0,0,,,['@LizYoungStrat'],@LizYoungStrat This is a first in history! Revealing the interest rates ahead of FOMC meeting!,This is a first in history! Revealing the interest rates ahead of FOMC meeting!,NEGATIVE,['interest rate']
karlotutek,,,https://pbs.twimg.com/profile_images/1828693996/image_normal.jpg,zürich,140,16,514,2010-05-20 08:49:58,1499067281896316931,2022-03-02 17:01:05,0,0,,,,#FOMC 💪🏻 Power Powell announces ongoing spending spree in low interest environment - March22 hike - 25bps,FOMC Power Powell announces ongoing spending spree in low interest environment - March22 hike - 25bps,POSITIVE,"['environment', 'spending spree', 'power', 'announces', NOT 'interest', 'hike']"
TheFortuneTell5,"Market Beast 30+yrs
Investment/portfolio manager, across all asset-classes
Married to 1, Dad to 5, Adviser to many.
Tweets are neither advice, nor solicitation!",https://t.co/CE7EcFn7ih,https://pbs.twimg.com/profile_images/1209952635312394240/Wv0gPmuW_normal.jpg,"London, UK",0,755,6242,2019-12-25 21:42:22,1499045905265270785,2022-03-02 15:36:09,0,0,,,,"What was said:
POWELL: BEFORE RUSSIAN INVASION, FED WAS SET TO RAISE INTEREST RATES IN MARCH WITH EVERY MEETING LIVE

What hasn't (but probably should/could have) been said:
NOW, WE'RE CONSIDERING ANOTHER ROUND OF QE. EXACT DETAILS WILL BE PROVIDED DURING THE NEXT FOMC MEETING.","What was said POWELL BEFORE RUSSIAN INVASION, FED WAS SET TO RAISE INTEREST RATES IN MARCH WITH EVERY MEETING LIVE What hasn't (but probably should/could have) been said NOW, WE'RE CONSIDERING ANOTHER ROUND OF QE. EXACT DETAILS WILL BE PROVIDED DURING THE NEXT FOMC MEETING.",POSITIVE,"['interest rate', 'invasion', 'set', 'raise', 'live', 'probable', 'consider', 'exact', 'detail', 'provide']"
kd4pyr,,,https://pbs.twimg.com/profile_images/665341961335734272/WxdawbFV_normal.jpg,,7,4,52,2015-06-07 21:26:47,1499043784746840064,2022-03-02 15:27:43,0,0,,,['@planetmoney'],@planetmoney In much of the coverage of the Fed fighting inflation the focus is on interest rates managed using Open Market Operations. How about a summary of the other tools they have available? When were they last used? How effective are they? Changes between FOMC meetings?,In much of the coverage of the Fed fighting inflation the focus is on interest rates managed using Open Market Operations. How about a summary of the other tools they have available? When were they last used? How effective are they? Changes between FOMC meetings?,POSITIVE,"['interest rate', 'fighting', 'inflation', 'focus', 'open', 'operations', 'summary', 'tool', 'available', 'effective']"
fewture,"Crypto maximalist - Citadel 🌽🚀
Pelosi Fund seed investor",,https://pbs.twimg.com/profile_images/1493589669132574727/edrI04R-_normal.jpg,"Shadow Lake, WA",1687,862,7794,2020-08-02 01:19:57,1499040859354025984,2022-03-02 15:16:06,0,0,['https://t.co/hFxfKgHRiB'],,,"Bank of Canada raises interest rates to 0.5%
https://t.co/hFxfKgHRiB

The Bank of Canada noted in its release that ""the unprovoked invasion of Ukraine by Russia is a major new source of uncertainty."" #FOMC","Bank of Canada raises interest rates to 0.5% The Bank of Canada noted in its release that ""the unprovoked invasion of Ukraine by Russia is a major new source of uncertainty."" FOMC",NEGATIVE,"['interest rate', 'raises', 'release', NOT 'provoked', 'invasion', 'new', 'uncertainty']"
jesse_hodl,Rural Electrification & #Bitcoin |  ⚡️ jesse_hodl@ln.tips ⚡️ https://t.co/MbqUAJkmrX,,https://pbs.twimg.com/profile_images/1484649091657314306/zg4Vmyh9_normal.jpg,Future,1021,677,3206,2012-01-15 18:18:16,1499032872656769034,2022-03-02 14:44:22,0,0,['https://t.co/RXR2XVMDnj'],,,Source: https://t.co/RXR2XVMDnj,Source,NEUTRAL,"['N', 'o', ' ', 'c', 'o', 'n', 'c', 'e', 'p', 't', 's', ' ', 'd', 'e', 't', 'e', 'c', 't', 'e', 'd']"
Forex_RichieG,Inner Circle Trader Subscriber. Business Minded. Entrepreneurial Tendencies. Success Driven   🚩CHARTS DEPICTED ARE TRADE IDEAS NOT INVESTMENT ADVICE 🚩,,https://pbs.twimg.com/profile_images/795055919935668224/326H1gL__normal.jpg,"New York, USA",3199,964,16453,2016-10-02 13:53:12,1499029344760516608,2022-03-02 14:30:21,0,0,,,,"FOMC Member Bullard Speaks
Why Traders Care : Federal Reserve FOMC members vote on where to set the nation's key interest rates and their public engagements are often used to drop subtle clues regarding future monetary policy
#Forex #Fx #ImpactAlert",FOMC Member Bullard Speaks Why Traders Care  Federal Reserve FOMC members vote on where to set the nation's key interest rates and their public engagements are often used to drop subtle clues regarding future monetary policy Forex Fx ImpactAlert,POSITIVE,"['monetary policy', 'interest rate', 'trader', 'care', 'federal', 'reserve', 'set', 'nation', 'key', 'engagement', 'drop', 'subtle', 'clue', 'regard']"
scalper432,"Once a dealer, always a dealer / This account tweets thoughts and not advice #forex #fx #crypto #banking #trading",,https://pbs.twimg.com/profile_images/1456725071003746307/eM8RNOYo_normal.jpg,,186,1577,78703,2019-08-25 07:16:26,1499004735684513794,2022-03-02 12:52:33,1,0,"['https://t.co/VdaNsTAZCf', 'https://t.co/vQiaYwqPUY']",,,"just checked. yes there are still large volume interest of willing buyers around 26 dollars .
will be stupid to sell now instead of waiting higher .
#xagusd $xagusd #russia #moscow #kremlin #silver #banking #finance #Powell #FOMC https://t.co/VdaNsTAZCf https://t.co/vQiaYwqPUY",just checked. yes there are still large volume interest of willing buyers around 26 dollars . will be stupid to sell now instead of waiting higher . xagusd $xagusd russia moscow kremlin silver banking finance Powell FOMC,POSITIVE,"['yes', 'volume', 'interest', 'willing', 'buyer', 'dollar', 'stupid', 'sell', NOT 'steady', 'silver']"
